,school name,zipcode,student size,pell grant rate,average faculty salary,fulltime faculty rate,admission test requirements,completion rate in 4 years (hawaiian or pacific islander),completion rate in 4 years (american indian),completion rate in 4 years (asian),completion rate in 4 years (hispanic),completion rate in 4 years (black),completion rate in 4 years (white),total student demographic (white),total student demographic (hispanic),total student demographic (black),total student demographic (american indian),total student demographic (female),total student demographic (male),median debt for income 30001_75000,median debt for income 0-30000,median debt for income greater than 75000,median debt for noncompleters,median debt for completers,median debt for male students,median debt for independent students,median debt for female students,median debt for dependent students,faculty demographic (white),faculty demographic (2 or more race or ethnicity),faculty demographic (unknown race or ethnicity),faculty demographic (hawaiian or pacific islander),faculty demographic (hispanic),faculty demographic (black),faculty demographic (asian),faculty demographic (american indian),latest.student.share_25_older
667,Lindsey Hopkins Technical College,33127,619.0,0.1498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115,0.2989,0.5703,0.0065,0.4055,0.5945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1935,0.0,0.0,0.0,0.3548,0.4516,0.0,0.0,0.6575
668,Loraines Academy & Spa,33710,85.0,0.6954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4118,0.1529,0.3765,0.0,0.9529,0.0471,0.0,5833.0,0.0,3167.0,6333.0,0.0,6333.0,0.0,3666.0,0.7143,0.1429,0.0,0.0,0.1429,0.0,0.0,0.0,0.5882
669,Luther Rice College & Seminary,30038-9869,201.0,0.5113,3458.0,0.5833,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5323,0.0299,0.3781,0.005,0.3284,0.6716,17919.0,17435.0,11334.0,10500.0,34153.0,15132.0,16834.0,17768.0,9150.0,0.9524,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.9015
670,State College of Florida-Manatee-Sarasota,34207,7200.0,0.3233,6620.0,0.3011,0.0,0.5,0.5,0.5625,0.3827,0.2474,0.4217,0.5597,0.2333,0.0928,0.0051,0.6335,0.3665,5500.0,6750.0,5500.0,5500.0,9000.0,5500.0,8000.0,6000.0,5250.0,0.854,0.0,0.0292,0.0,0.0365,0.0438,0.0292,0.0,0.2961
671,Manatee Technical College,34203,1044.0,0.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4473,0.3515,0.114,0.001,0.4473,0.5527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9149,0.0,0.0,0.0,0.0213,0.0426,0.0213,0.0,0.4042
672,Traviss Technical College,33803,253.0,0.2933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4111,0.3636,0.1383,0.0,0.3557,0.6443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9063,0.0,0.0,0.0,0.0,0.0938,0.0,0.0,0.2763
673,Merryfield School of Pet Grooming,33334-4925,83.0,0.6987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241,0.6747,0.0843,0.0,0.9277,0.0723,0.0,6333.0,0.0,3166.0,6333.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.494
674,Trinity International University-Florida,33186,80.0,0.44,5588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4125,0.4125,0.1375,0.0,0.6,0.4,19343.0,19554.0,19375.0,12070.0,26082.0,15085.0,28734.0,21440.0,15000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8916
675,Miami Lakes Educational Center and Technical College,33014,896.0,0.1586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1641,0.4063,0.4051,0.0033,0.1775,0.8225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3043,0.0,0.0,0.0,0.5217,0.1739,0.0,0.0,0.6696
676,Miami Dade College,33132-2204,39727.0,0.4498,7403.0,0.2389,0.0,0.0,0.0,0.5079,0.3674,0.3041,0.3643,0.0426,0.7195,0.1468,0.0006,0.5867,0.4133,5847.0,8500.0,5500.0,6500.0,9252.0,6625.0,9500.0,7899.0,5500.0,0.2816,0.0136,0.0068,0.0,0.4707,0.1755,0.049,0.0014,0.2781
677,University of Miami,33146,11928.0,0.1503,13336.0,0.7481,5.0,0.0,1.0,0.8983,0.8337,0.8571,0.8355,0.4428,0.2426,0.0913,0.001,0.5347,0.4653,16464.0,15500.0,14500.0,7985.0,17500.0,14750.0,16500.0,15743.0,15000.0,0.5125,0.0088,0.0254,0.0,0.2316,0.0409,0.1278,0.0007,0.0404
678,Orange Technical College-Mid Florida Campus,32809,944.0,0.1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4417,0.3199,0.1854,0.0053,0.0869,0.9131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5672,0.0,0.0,0.0,0.2537,0.1194,0.0448,0.0149,0.2378
679,Paul Mitchell the School-Jacksonville,32246,134.0,0.4256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7015,0.0597,0.1716,0.0,0.9776,0.0224,10556.0,9833.0,8389.0,5443.0,13000.0,12449.0,13000.0,9833.0,8389.0,0.5556,0.0,0.0,0.0,0.1111,0.3333,0.0,0.0,0.3881
680,North Florida College,32340,807.0,0.3988,5197.0,0.4912,0.0,0.0,0.0,0.0,0.7143,0.5143,0.6486,0.5849,0.062,0.311,0.0074,0.7497,0.2503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8214,0.0,0.0,0.0,0.0714,0.0714,0.0357,0.0,0.3223
681,University of North Florida,32224-7699,13862.0,0.292,8235.0,0.9603,1.0,0.0,0.0,0.7231,0.6084,0.6512,0.6845,0.6042,0.1555,0.1034,0.0022,0.5708,0.4292,12000.0,12043.0,11168.0,6895.0,15531.0,11649.0,13988.0,11819.0,11000.0,0.723,0.026,0.0,0.0019,0.0372,0.0446,0.1078,0.0,0.1462
682,Nova Southeastern University,33314-7796,6578.0,0.3912,10512.0,0.4097,5.0,0.0,1.0,0.8041,0.5203,0.4941,0.6184,0.2589,0.3647,0.1447,0.0018,0.7212,0.2788,16750.0,19025.0,13500.0,7000.0,24250.0,12500.0,25000.0,18250.0,14750.0,0.6082,0.0067,0.0044,0.0033,0.1731,0.0755,0.0888,0.0044,0.0964
683,Northwest Florida State College,32578-1295,3154.0,0.237,5485.0,0.3578,0.0,0.0,0.0,0.0,0.4118,0.8,0.4003,0.6382,0.1294,0.0973,0.0048,0.6126,0.3874,5500.0,5656.0,5500.0,5250.0,7932.0,5500.0,6750.0,5500.0,5030.0,0.7867,0.04,0.0,0.0,0.0533,0.0667,0.0267,0.0,0.3083
684,Orange Technical College,32801-1197,139.0,0.1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1655,0.2878,0.482,0.0,0.8705,0.1295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7368,0.0,0.0,0.0,0.1053,0.1579,0.0,0.0,0.2675
685,Palm Beach Atlantic University,33401,2274.0,0.2816,8262.0,1.0,5.0,1.0,0.4,0.5455,0.6235,0.4615,0.619,0.6029,0.1596,0.1007,0.0022,0.6464,0.3536,13500.0,12625.0,14520.0,8250.0,22500.0,13000.0,15556.0,14478.0,13000.0,0.7278,0.0063,0.0127,0.0,0.1076,0.0823,0.0127,0.0,0.1089
686,Palm Beach State College,33461-4796,20631.0,0.3446,6417.0,0.3324,0.0,0.0,0.5,0.6567,0.4127,0.3856,0.4337,0.2706,0.3378,0.2979,0.0016,0.6023,0.3977,4500.0,5500.0,4500.0,4086.0,7081.0,4800.0,6750.0,5250.0,4500.0,0.641,0.0064,0.016,0.0,0.1122,0.1603,0.0513,0.0096,0.3235
687,Pasco-Hernando State College,34654-5199,7018.0,0.3135,5756.0,0.3246,0.0,0.0,0.6667,0.5,0.3156,0.3797,0.3944,0.5993,0.1366,0.0799,0.0051,0.6074,0.3926,6500.0,8593.0,5500.0,5500.0,9535.0,5546.0,9500.0,7674.0,5500.0,0.7842,0.0072,0.0432,0.0072,0.0576,0.0935,0.0072,0.0,0.2166
688,Pensacola State College,32504-8998,6792.0,0.335,5213.0,0.398,0.0,0.0,0.25,0.3448,0.4568,0.2282,0.4052,0.5826,0.0894,0.2088,0.0069,0.673,0.327,5250.0,5500.0,5250.0,4000.0,7500.0,4780.0,6330.0,5500.0,4500.0,0.8442,0.0455,0.0065,0.0,0.0195,0.0455,0.0325,0.0065,0.3599
689,Pinellas Technical College-Clearwater,33760-2140,644.0,0.3042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.1879,0.1755,0.0,0.4099,0.5901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7778,0.0,0.0,0.0,0.1333,0.0667,0.0222,0.0,0.5186
690,Polk State College,33881-4299,6946.0,0.3075,6459.0,0.4229,0.0,0.0,0.0,0.5333,0.3252,0.1909,0.3718,0.4487,0.2872,0.1729,0.0032,0.6637,0.3363,6095.0,6781.0,6532.0,5500.0,10076.0,5500.0,9370.0,7000.0,5500.0,0.8112,0.007,0.0,0.0,0.049,0.1119,0.021,0.0,0.2912
691,Radford M Locklin Technical College,32570-8188,177.0,0.1712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8192,0.0565,0.0791,0.0056,0.2429,0.7571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1869
692,Saint Vincent de Paul Regional Seminary,33436-4899,0.0,0.0,5527.0,0.7273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.3125,0.0,0.0625,0.0,0.0
693,Ridge Technical College,33881-9518,335.0,0.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313,0.4806,0.1791,0.0,0.5045,0.4955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8529,0.0,0.0,0.0294,0.0588,0.0588,0.0,0.0,0.5284
694,Ringling College of Art and Design,34234-5895,1661.0,0.2432,8913.0,0.6667,3.0,1.0,0.5,0.7188,0.8393,0.7,0.8319,0.4425,0.1343,0.0301,0.003,0.7176,0.2824,27000.0,26421.0,27000.0,7500.0,27000.0,27000.0,32500.0,27000.0,27000.0,0.8983,0.0,0.0169,0.0,0.0424,0.0085,0.0169,0.0085,0.0499
695,Robert Morgan Educational Center and Technical College,33177-2427,435.0,0.1872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1011,0.6,0.269,0.0,0.4759,0.5241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818,0.0,0.0,0.0,0.5455,0.2424,0.0303,0.0,0.1448
696,Rollins College,32789-4499,2501.0,0.1912,9662.0,0.7483,2.0,0.0,0.5,0.6,0.6667,0.8571,0.721,0.5674,0.1887,0.0544,0.0012,0.5994,0.4006,21500.0,22500.0,20238.0,8750.0,25500.0,20613.0,25000.0,21500.0,20500.0,0.75,0.0045,0.0273,0.0,0.0727,0.0636,0.0273,0.0136,0.0857
697,First Coast Technical College,32084-1919,379.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6807,0.0976,0.1715,0.0,0.5383,0.4617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4169
698,Saint Leo University,33574-6665,6456.0,0.4533,8112.0,0.2179,5.0,0.0,0.0,0.75,0.4397,0.4301,0.4637,0.3059,0.1777,0.2292,0.0051,0.6103,0.3897,16417.0,13099.0,14750.0,7537.0,25278.0,12500.0,15750.0,15171.0,12000.0,0.7458,0.0169,0.0085,0.0,0.0763,0.1017,0.0508,0.0,0.527
699,St Petersburg College,33701,20107.0,0.3316,6764.0,0.2496,0.0,0.3333,0.6,0.5319,0.309,0.2415,0.3734,0.5734,0.1764,0.1394,0.003,0.63,0.37,10100.0,12526.0,8484.0,9500.0,16868.0,9750.0,14250.0,11893.0,7897.0,0.7594,0.0094,0.0063,0.0,0.075,0.1156,0.0344,0.0,0.4481
